State,FIPS,County,Longitude,Latitude,happening,human
TX,48337,Montague,–97.724747,33.676289,56.967,41.05
TX,48339,Montgomery,–95.503523,30.302364,63.861,44.957
TX,48341,Moore,–101.890502,35.835676,64.028,47.48
TX,48343,Morris,–94.731265,33.116466,55.708,41.102
TX,48345,Motley,–100.793696,34.058383,53.384,38.666
TX,48347,Nacogdoches,–94.620250,31.62056,64.85,47.768
TX,48349,Navarro,–96.476908,32.04845,61.282,45.017
TX,48351,Newton,–93.739250,30.786718,57.754,41.809
TX,48353,Nolan,–100.418108,32.312338,63.199,47.135
TX,48355,Nueces,–97.521643,27.739406,71.162,56.007
TX,48357,Ochiltree,–100.815864,36.278744,58.19,43.102
TX,48359,Oldham,–102.597620,35.401921,56.495,41.602
TX,48361,Orange,–93.893358,30.120918,56.166,41.251
TX,48363,Palo Pinto,–98.317974,32.75221,60.296,45.866
TX,48365,Panola,–94.305156,32.163978,49.725,37.177
TX,48367,Parker,–97.805905,32.777096,56.123,41.136
TX,48369,Parmer,–102.784853,34.532163,64.273,48.15
TX,48371,Pecos,–102.719860,30.770894,66.041,50.537
TX,48373,Polk,–94.837338,30.784553,63.376,46.579
TX,48375,Potter,–101.893804,35.398675,63.91,47.824
TX,48377,Presidio,–104.261619,30.005891,78.074,62.415
TX,48379,Rains,–95.795440,32.87058,58.505,42.297
TX,48381,Randall,–101.895547,34.962529,56.165,41.669
TX,48383,Reagan,–101.513901,31.372895,60.216,45.838
TX,48385,Real,–99.805303,29.82303,63.669,45.443
TX,48387,Red River,–95.048429,33.619626,61.078,43.9
TX,48389,Reeves,–103.712706,31.308366,70.69,55.477
TX,48391,Refugio,–97.160479,28.312496,69.541,53.867
TX,48393,Roberts,–100.807555,35.836216,54.764,38.848
TX,48395,Robertson,–96.514941,31.025481,63.557,46.671
TX,48397,Rockwall,–96.407501,32.889216,64.057,46.17
TX,48399,Runnels,–99.967856,31.833311,56.232,41.392
TX,48401,Rusk,–94.756382,32.109423,54.036,40.427
TX,48403,Sabine,–93.851913,31.3433,59.313,44.254
TX,48405,San Augustine,–94.163180,31.382449,59.277,42.866
TX,48407,San Jacinto,–95.162852,30.574218,60.658,43.803
TX,48409,San Patricio,–97.517165,28.011782,66.205,51.363
TX,48411,San Saba,–98.819292,31.155138,60.051,43.197
TX,48413,Schleicher,–100.527216,30.896233,63.597,46.938
TX,48415,Scurry,–100.913399,32.744462,58.932,44.182
TX,48417,Shackelford,–99.347045,32.743788,56.738,41.032
TX,48419,Shelby,–94.142565,31.790137,60.666,43.58
TX,48421,Sherman,–101.894716,36.277628,59.39,43.369
TX,48423,Smith,–95.269630,32.377093,62.533,45.011
TX,48425,Somervell,–97.769211,32.217942,57.389,41.735
TX,48427,Starr,–98.715803,26.546335,78.016,63.06
TX,48429,Stephens,–98.840081,32.731531,57.834,42.118
TX,48431,Sterling,–101.054911,31.835774,62.804,45.219
TX,48433,Stonewall,–100.253807,33.17958,61.278,44.184
TX,48435,Sutton,–100.505395,30.517865,63.726,47.377
TX,48437,Swisher,–101.732852,34.53046,62.134,46.201
TX,48439,Tarrant,–97.291291,32.77204,63.735,48.102
TX,48441,Taylor,–99.893220,32.295684,60.939,46.023
TX,48443,Terrell,–102.072539,30.232332,65.085,48.706
TX,48445,Terry,–102.339284,33.171229,64.374,49.543
TX,48447,Throckmorton,–99.206137,33.170712,57.97,43.359
TX,48449,Titus,–94.966783,33.214599,56.06,43.111
TX,48451,Tom Green,–100.461355,31.401583,64.255,47.648
TX,48453,Travis,–97.691270,30.239513,79.574,62.302
TX,48455,Trinity,–95.153291,31.087483,60.064,43.095
TX,48457,Tyler,–94.379449,30.769579,61.273,44.421
TX,48459,Upshur,–94.941649,32.735878,57.583,41.148
TX,48461,Upton,–102.042013,31.353849,58.869,45.46
TX,48463,Uvalde,–99.761074,29.35034,68.607,53.237
TX,48465,Val Verde,–101.146646,29.884961,72.82,57.16
TX,48467,Van Zandt,–95.836391,32.558948,56.768,40.74
TX,48469,Victoria,–96.971198,28.79637,65.007,48.774
TX,48471,Walker,–95.569888,30.74309,63.224,46.494
TX,48473,Waller,–95.982102,30.013578,68.305,52.362
TX,48475,Ward,–103.105113,31.513069,63.09,47.176
TX,48477,Washington,–96.410272,30.215075,59.456,43.113
TX,48479,Webb,–99.326641,27.770584,77.673,62.43
TX,48481,Wharton,–96.229675,29.278481,64.352,48.137
TX,48483,Wheeler,–100.253107,35.392593,56.101,41.204
TX,48485,Wichita,–98.716851,33.991103,63.139,45.828
TX,48487,Wilbarger,–99.242440,34.08492,55.778,42.797
TX,48489,Willacy,–97.584224,26.481092,73.196,59.257
TX,48491,Williamson,–97.605069,30.64903,66.429,51.01
TX,48493,Wilson,–98.085899,29.174303,64.616,49.317
TX,48495,Winkler,–103.055986,31.831416,62.307,46.726
TX,48497,Wise,–97.653997,33.219095,58.017,41.571
TX,48499,Wood,–95.382166,32.783588,58.955,42.176
TX,48501,Yoakum,–102.823771,33.172397,61.918,47.467
TX,48503,Young,–98.678267,33.158787,55.033,40.143
TX,48505,Zapata,–99.182603,26.996981,75.113,60.993
TX,48507,Zavala,–99.759830,28.864652,77.072,61.912
UT,49001,Beaver,–113.238948,38.357535,55.351,39.628
UT,49003,Box Elder,–113.052922,41.476021,58.437,41.312
UT,49005,Cache,–111.744581,41.734225,63.404,43.144
UT,49007,Carbon,–110.590357,39.67005,62.035,46.447
UT,49009,Daggett,–109.505786,40.890099,61.877,45.669
UT,49011,Davis,–112.202123,41.037045,61.564,41.981
UT,49013,Duchesne,–110.429830,40.289649,54.673,38.875
UT,49015,Emery,–110.721111,39.009028,48.788,35.927
UT,49017,Garfield,–111.450886,37.831622,59.653,42.084
UT,49019,Grand,–109.573450,38.974326,72.139,54.076
UT,49021,Iron,–113.290059,37.882727,59.416,42.391
UT,49023,Juab,–112.794262,39.710827,50.928,37.439
UT,49025,Kane,–111.815413,37.275118,56.42,40.796
UT,49027,Millard,–113.525014,39.09454,49.951,36.56
UT,49029,Morgan,–111.577885,41.091027,54.82,38.699
UT,49031,Piute,–112.129376,38.335881,54.89,39.522
UT,49033,Rich,–111.240227,41.627598,56.03,39.331
UT,49035,Salt Lake,–111.924244,40.667882,69.388,50.786
UT,49037,San Juan,–109.789320,37.623064,64.138,47.603
UT,49039,Sanpete,–111.570451,39.380588,60.311,42.961
UT,49041,Sevier,–111.811930,38.746825,55.418,39.172
UT,49043,Summit,–110.968486,40.87206,70.655,52.726
UT,49045,Tooele,–113.124015,40.467692,63.829,46.066
UT,49047,Uintah,–109.517748,40.125887,54.403,40.942
UT,49049,Utah,–111.668667,40.120409,58.277,42.205
UT,49051,Wasatch,–111.161568,40.334884,63.287,45.81
UT,49053,Washington,–113.487800,37.262531,57.991,43.206
UT,49055,Wayne,–110.990323,38.261229,62.93,44.823
UT,49057,Weber,–111.875879,41.270355,64.636,48.599
VT,50001,Addison,–73.141581,44.031248,77.169,60.709
VT,50003,Bennington,–73.111460,43.035325,73.574,56.501
VT,50005,Caledonia,–72.112168,44.468791,72.457,56.015
VT,50007,Chittenden,–73.070525,44.460676,76.147,59.667
VT,50009,Essex,–71.732736,44.724021,68.365,51.952
VT,50011,Franklin,–72.909402,44.858964,71.354,53.881
VT,50013,Grand Isle,–73.300758,44.801788,74.137,57.614
VT,50015,Lamoille,–72.638356,44.603504,74.321,58.399
VT,50017,Orange,–72.369687,44.003392,74.16,56.603
VT,50019,Orleans,–72.251630,44.828442,71.194,54.162
VT,50021,Rutland,–73.038196,43.580844,71.365,54.876
VT,50023,Washington,–72.609475,44.274953,75.884,59.478
VT,50025,Windham,–72.716335,42.999143,76.577,60.208
VT,50027,Windsor,–72.591515,43.588143,74.76,58.473
VA,51001,Accomack,–75.757807,37.765944,67.968,50.919
VA,51003,Albemarle,–78.553506,38.024184,74.268,56.21
VA,51005,Alleghany,–80.008669,37.787905,63.596,47.22
VA,51007,Amelia,–77.973218,37.336131,61.807,44.334
VA,51009,Amherst,–79.147848,37.630362,65.242,47.035
VA,51011,Appomattox,–78.810940,37.370725,59.418,42.658
VA,51013,Arlington,–77.100703,38.878337,82.243,66.094
VA,51015,Augusta,–79.146682,38.167807,58.633,43.66
VA,51017,Bath,–79.732898,38.068988,66.578,50.802
VA,51019,Bedford,–79.527947,37.312408,62.305,45.699
VA,51021,Bland,–81.125853,37.130612,55.924,40.835
VA,51023,Botetourt,–79.805318,37.553193,58.692,44.445
VA,51025,Brunswick,–77.860916,36.764531,71.33,52.393
VA,51027,Buchanan,–82.038151,37.26812,57.586,42.837
VA,51029,Buckingham,–78.529169,37.573928,68.583,49.442
VA,51031,Campbell,–79.095429,37.210151,60.664,43.843
VA,51033,Caroline,–77.352348,38.030319,70.217,51.143
VA,51035,Carroll,–80.728043,36.732426,61.863,47.243
VA,51036,Charles City,–77.054171,37.361048,71.158,52.183
VA,51037,Charlotte,–78.661424,37.014091,61.478,45.101
VA,51041,Chesterfield,–77.585847,37.378434,66.941,49.216
VA,51043,Clarke,–77.992004,39.115931,67.945,51.098
VA,51045,Craig,–80.231734,37.473129,61.806,44.18
VA,51047,Culpeper,–77.956476,38.48593,66.275,49.038
VA,51049,Cumberland,–78.252836,37.520189,66.585,47.984
VA,51051,Dickenson,–82.349208,37.137081,59.268,44.723
VA,51053,Dinwiddie,–77.635492,37.073498,65.17,48.212
VA,51057,Essex,–76.941871,37.93948,69.006,50.781
VA,51059,Fairfax,–77.276117,38.833743,75.236,59.164
VA,51061,Fauquier,–77.821585,38.744103,67.5,49.691
VA,51063,Floyd,–80.350309,36.931438,65.801,49.605
VA,51065,Fluvanna,–78.284445,37.830606,67.084,48.579
VA,51067,Franklin,–79.883959,36.99235,67.073,50.625
VA,51069,Frederick,–78.263916,39.203637,63.598,47.481
VA,51071,Giles,–80.717178,37.31193,61.884,45.948
VA,51073,Gloucester,–76.523505,37.403541,64.402,48.291
VA,51075,Goochland,–77.914273,37.724166,63.188,45.971
VA,51077,Grayson,–81.225337,36.656303,58.702,43.058
VA,51079,Greene,–78.470163,38.297981,64.491,45.715
VA,51081,Greensville,–77.560261,36.680225,69.9,52.1
VA,51083,Halifax,–78.939614,36.766461,64.341,47.195
VA,51085,Hanover,–77.490992,37.760166,63.257,45.218
VA,51087,Henrico,–77.300333,37.437521,68.691,54.294
VA,51089,Henry,–79.980584,36.620593,63.53,46.075
VA,51091,Highland,–79.567958,38.356672,64.825,47.091
VA,51093,Isle of Wight,–76.707569,36.901418,66.476,49.109
VA,51095,James City,–76.778319,37.324427,67.879,50.212
VA,51097,King and Queen,–76.891090,37.720995,65.851,47.608
VA,51099,King George,–77.162702,38.277179,66.535,49.824
VA,51101,King William,–77.091054,37.70826,63.508,46.109
VA,51103,Lancaster,–76.413199,37.703831,69.608,51.36
VA,51105,Lee,–83.130334,36.702162,58.447,42.947
VA,51107,Loudoun,–77.638857,39.08113,72.4,56.229
VA,51109,Louisa,–77.959178,37.971681,65.54,48.002
VA,51111,Lunenburg,–78.242313,36.945757,66.52,48.102
VA,51113,Madison,–78.276961,38.412059,66.596,49.867
VA,51115,Mathews,–76.268808,37.425348,63.807,46.712
VA,51117,Mecklenburg,–78.368959,36.687256,68.532,50.461
VA,51119,Middlesex,–76.527958,37.606828,68.104,51.359
VA,51121,Montgomery,–80.387314,37.174885,72.309,54.85
VA,51125,Nelson,–78.879394,37.790016,70.18,52.623
VA,51127,New Kent,–76.993339,37.498974,62.266,45.55
VA,51131,Northampton,–75.923868,37.302629,71.949,52.131
VA,51133,Northumberland,–76.379687,37.856974,67.583,48.805
VA,51135,Nottoway,–78.052162,37.143696,66.919,48.333
VA,51137,Orange,–78.009980,38.250439,67.132,49.979
VA,51139,Page,–78.490471,38.623751,63.327,47.724
VA,51141,Patrick,–80.286141,36.667327,60.781,43.826
VA,51143,Pittsylvania,–79.398502,36.821721,62.322,45.085
VA,51145,Powhatan,–77.912855,37.549404,61.685,44.318
VA,51147,Prince Edward,–78.432957,37.224881,71.631,51.714
VA,51149,Prince George,–77.220993,37.187326,65.159,47.499
VA,51153,Prince William,–77.478887,38.702332,74.563,55.597
VA,51155,Pulaski,–80.713444,37.063385,62.509,45.324
VA,51157,Rappahannock,–78.168824,38.684522,72.091,54.595
VA,51159,Richmond,–76.730561,37.942894,65.804,48.951
VA,51161,Roanoke,–80.190110,37.331077,62.773,45.141
VA,51163,Rockbridge,–79.447754,37.814517,62.579,46.156
VA,51165,Rockingham,–78.876307,38.511257,62.425,47.975
VA,51167,Russell,–82.095934,36.93342,58.615,43.218
VA,51169,Scott,–82.613627,36.712778,57.107,42.683
VA,51171,Shenandoah,–78.573987,38.856204,62.016,45.315
VA,51173,Smyth,–81.539786,36.842318,61.346,45.96
VA,51175,Southampton,–77.103856,36.720173,66.914,49.745
VA,51177,Spotsylvania,–77.656280,38.182311,67.524,50.854
VA,51179,Stafford,–77.459043,38.418933,72.213,54.446
VA,51181,Surry,–76.880172,37.119761,69.489,51.342
VA,51183,Sussex,–77.259732,36.926645,69.753,51.35
VA,51185,Tazewell,–81.562924,37.125395,58.013,42.752
VA,51187,Warren,–78.207131,38.908187,66.489,50.717
VA,51191,Washington,–81.950291,36.747813,60.281,44.881
VA,51193,Westmoreland,–76.804170,38.109191,69.035,50.458
VA,51195,Wise,–82.621560,36.974561,60.369,45.805
VA,51197,Wythe,–81.084209,36.901471,60.992,45.464
VA,51199,York,–76.395533,37.220914,66.609,49.14
VA,51510,Alexandria [9],–77.082026,38.818343,83.557,66.918
VA,51520,Bristol [9],–82.157564,36.616954,61.438,45.428
VA,51530,Buena Vista [9],–79.356375,37.731663,61.203,45.132
VA,51540,Charlottesville [9],–78.485381,38.037658,79.69,61.194
VA,51550,Chesapeake [9],–76.301788,36.679376,69.739,49.637
VA,51570,Colonial Heights [9],–77.396804,37.261685,62.284,46.633
VA,51580,Covington [9],–79.986039,37.778143,66.117,49.406
VA,51590,Danville [9],–79.408071,36.583334,70.923,51.544
VA,51595,Emporia [9],–77.535975,36.696182,74.246,52.902
VA,51600,Fairfax [9],–77.299025,38.853183,77.052,59.84
VA,51610,Falls Church [9],–77.174639,38.883787,80.625,62.509
VA,51620,Franklin [9],–76.941396,36.684014,70.545,50.802
VA,51630,Fredericksburg [9],–77.486658,38.299272,77.267,58.97
VA,51640,Galax [9],–80.914308,36.66564,65.918,50.818
VA,51650,Hampton [9],–76.297149,37.04803,75.032,57.073
VA,51660,Harrisonburg [9],–78.874197,38.436013,72.452,55.386
VA,51670,Hopewell [9],–77.298944,37.29101,68.804,51.383
VA,51678,Lexington [9],–79.444320,37.782332,76.303,58.029
VA,51680,Lynchburg [9],–79.195458,37.399016,70.035,50.808
VA,51683,Manassas [9],–77.484727,38.747561,60.651,44.268
VA,51685,Manassas Park [9],–77.448681,38.768991,75.978,57.49
VA,51690,Martinsville [9],–79.863648,36.683527,72.782,54.717
VA,51700,Newport News [9],–76.521719,37.075978,75.44,56.962
VA,51710,Norfolk [9],–76.244641,36.923015,76.398,59.148
VA,51720,Norton [9],–82.625996,36.931549,60.435,44.542
VA,51730,Petersburg [9],–77.392368,37.20473,74.828,54.351
VA,51735,Poquoson [9],–76.303534,37.12836,58.13,42.687
VA,51740,Portsmouth [9],–76.356269,36.85943,73.872,55.239
VA,51750,Radford [9],–80.557048,37.120036,69.766,51.994
VA,51760,Richmond [9],–77.476009,37.531399,79.822,60.923
VA,51770,Roanoke [9],–79.958472,37.27783,73.318,54.535
VA,51775,Salem [9],–80.055241,37.285333,66.051,49.022
VA,51790,Staunton [9],–79.061501,38.158056,70.89,54.044
VA,51800,Suffolk [9],–76.634781,36.697157,70.752,54.322
VA,51810,Virginia Beach [9],–76.024020,36.779322,68.473,52.059
VA,51820,Waynesboro [9],–78.901420,38.067157,66.849,50.645
VA,51830,Williamsburg [9],–76.706717,37.269293,78.596,60.21
VA,51840,Winchester [9],–78.176356,39.173869,72.218,54.723
WA,53001,Adams,–118.533308,47.00484,65.713,49.997
WA,53003,Asotin,–117.227781,46.181861,65.525,48.263
WA,53005,Benton,–119.516864,46.228072,66.031,48.043
WA,53007,Chelan,–120.618543,47.859892,67.486,51.926
WA,53009,Clallam,–123.930611,48.113009,71.262,53.198
WA,53011,Clark,–122.485903,45.771674,68.83,51.957
WA,53013,Columbia,–117.911635,46.292851,67.922,50.67
WA,53015,Cowlitz,–122.658682,46.185923,69.621,52.21
WA,53017,Douglas,–119.695880,47.735866,66.631,49.728
WA,53019,Ferry,–118.517074,48.437246,67.155,49.385
WA,53021,Franklin,–118.906944,46.53458,63.947,49.98
WA,53023,Garfield,–117.536715,46.429474,61.655,43.966
WA,53025,Grant,–119.467788,47.213633,66.103,48.737
WA,53027,Grays Harbor,–123.827043,47.142786,70.939,53.694
WA,53029,Island,–122.670503,48.158436,71.55,54.563
WA,53031,Jefferson,–123.521810,47.802641,75.783,57.413
WA,53033,King,–121.832375,47.493554,80.531,62.029
WA,53035,Kitsap,–122.649636,47.639687,73.378,54.908
WA,53037,Kittitas,–120.676714,47.124444,70.708,53.861
WA,53039,Klickitat,–120.780117,45.869509,67.167,49.513
WA,53041,Lewis,–122.377444,46.580071,62.489,45.543
WA,53043,Lincoln,–118.417668,47.582718,64.678,47.23
WA,53045,Mason,–123.173850,47.354126,68.282,52.199
WA,53047,Okanogan,–119.691035,48.550971,68.329,51.507
WA,53049,Pacific,–123.782419,46.556587,69.572,53.133
WA,53051,Pend Oreille,–117.232183,48.543877,67.473,50.729
WA,53053,Pierce,–122.144709,47.040716,71.195,54.159
WA,53055,San Juan,–123.100616,48.508862,78.528,60.367
WA,53057,Skagit,–121.816278,48.493066,71.03,54.219
WA,53059,Skamania,–121.953227,46.024782,67.222,49.774
WA,53061,Snohomish,–121.766412,48.054913,74.49,57.16
WA,53063,Spokane,–117.404392,47.620379,69.295,49.022
WA,53065,Stevens,–117.854897,48.390648,64.454,47.774
WA,53067,Thurston,–122.829441,46.932598,72.582,54.258
WA,53069,Wahkiakum,–123.424458,46.294638,68.113,49.753
WA,53071,Walla Walla,–118.480374,46.254606,69.638,51.647
WA,53073,Whatcom,–121.836433,48.842653,74.837,56.735
WA,53075,Whitman,–117.522962,46.903322,74.51,55.031
WA,53077,Yakima,–120.740145,46.456558,66.178,52.482
WV,54001,Barbour,–79.996914,39.139754,61.42,46.498
WV,54003,Berkeley,–78.032338,39.457854,64.634,47.059
WV,54005,Boone,–81.713314,38.022838,58.342,43.633
WV,54007,Braxton,–80.731649,38.699302,63.104,46.784
WV,54009,Brooke,–80.578691,40.272645,60.269,44.7
WV,54011,Cabell,–82.243392,38.41958,67.263,49.865
WV,54013,Calhoun,–81.115478,38.844159,61.684,45.776
WV,54015,Clay,–81.081866,38.459826,61.013,45.292
WV,54017,Doddridge,–80.701147,39.263482,60.539,45.895
WV,54019,Fayette,–81.086051,38.030933,61.775,46.674
WV,54021,Gilmer,–80.849409,38.915865,65.681,48.711
WV,54023,Grant,–79.195064,39.105988,49.283,37.822
WV,54025,Greenbrier,–80.450590,37.924418,62.044,45.091
WV,54027,Hampshire,–78.611989,39.31214,60.201,45.011
WV,54029,Hancock,–80.570057,40.516931,59.864,43.703
WV,54031,Hardy,–78.843641,39.010818,62,46.427
WV,54033,Harrison,–80.386487,39.279199,58.609,43.787
WV,54035,Jackson,–81.677717,38.834234,60.765,45.026
WV,54037,Jefferson,–77.863220,39.307399,69.864,52.639
WV,54039,Kanawha,–81.523522,38.328061,66.038,49.513
WV,54041,Lewis,–80.495518,38.988844,59.885,42.717
WV,54043,Lincoln,–82.077547,38.171651,60.643,45.946
WV,54045,Logan,–81.940853,37.830591,57.786,43.971
WV,54047,McDowell,–81.658205,37.382663,61.115,45.912
WV,54049,Marion,–80.243402,39.505839,61.208,44.883
WV,54051,Marshall,–80.671378,39.854717,60.64,44.764
WV,54053,Mason,–82.024172,38.759288,52.402,39.37
WV,54055,Mercer,–81.106456,37.403448,59.765,42.766
WV,54057,Mineral,–78.956581,39.405626,59.08,43.951
WV,54059,Mingo,–82.158993,37.721151,58.27,43.078
WV,54061,Monongalia,–80.059074,39.633645,68.82,50.785
WV,54063,Monroe,–80.547891,37.550353,58.57,43.101
WV,54065,Morgan,–78.257314,39.554835,62.59,46.156
WV,54067,Nicholas,–80.797516,38.291416,58.438,42.879
WV,54069,Ohio,–80.620728,40.098932,65.128,48.599
WV,54071,Pendleton,–79.333707,38.686836,62.741,45.717
WV,54073,Pleasants,–81.161172,39.368133,54.201,42.948
WV,54075,Pocahontas,–80.012092,38.332513,62.551,45.873
WV,54077,Preston,–79.668865,39.46903,60.078,44.03
WV,54079,Putnam,–81.906109,38.510513,55.761,41.618
WV,54081,Raleigh,–81.264671,37.76247,59.656,43.728
WV,54083,Randolph,–79.867783,38.781087,64.367,48.836
WV,54085,Ritchie,–81.066317,39.177112,57.398,41.81
WV,54087,Roane,–81.354502,38.743033,62.883,46.748
WV,54089,Summers,–80.856315,37.656003,64.324,48.141
WV,54091,Taylor,–80.045629,39.329072,59.011,43.436
WV,54093,Tucker,–79.559968,39.111175,61.127,45.542
WV,54095,Tyler,–80.879493,39.465981,60.852,45.73
WV,54097,Upshur,–80.231335,38.902537,61.406,46.12
WV,54099,Wayne,–82.419698,38.145531,59.413,44.428
WV,54101,Webster,–80.430262,38.492985,63.138,48.002
WV,54103,Wetzel,–80.634394,39.596574,60.818,45.027
WV,54105,Wirt,–81.382975,39.020034,58.661,43.013
WV,54107,Wood,–81.515928,39.211679,60.92,45.499
WV,54109,Wyoming,–81.548884,37.603717,55.797,41.444
WI,55001,Adams,–89.767223,43.973763,68.049,50.777
WI,55003,Ashland,–90.665154,46.546291,71.648,54.115
WI,55005,Barron,–91.852892,45.437192,67.363,50.214
WI,55007,Bayfield,–91.177282,46.634199,72.598,55.601
WI,55009,Brown,–87.995926,44.473961,67.971,50.571
WI,55011,Buffalo,–91.758714,44.389759,65.574,49.555
WI,55013,Burnett,–92.367978,45.865255,66.009,49.481
WI,55015,Calumet,–88.212132,44.07841,65.866,49.346
WI,55017,Chippewa,–91.283505,45.069092,66.933,51.41
WI,55019,Clark,–90.610201,44.733596,67.454,49.924
WI,55021,Columbia,–89.330472,43.471882,66.935,50.194
WI,55023,Crawford,–90.951230,43.24991,68.223,52.003
WI,55025,Dane,–89.417852,43.067468,79.031,63.035
WI,55027,Dodge,–88.704379,43.422706,64.125,48.264
WI,55029,Door,–87.087936,45.067808,71.025,54.636
WI,55031,Douglas,–91.892580,46.463316,71.906,55.173
WI,55033,Dunn,–91.897720,44.947741,69.427,52.514
WI,55035,Eau Claire,–91.286414,44.726355,70.119,54.417
WI,55037,Florence,–88.400322,45.849646,59.775,43.977
WI,55039,Fond du Lac,–88.493284,43.754722,66.092,47.352
WI,55041,Forest,–88.773225,45.666882,67.514,50.448
WI,55043,Grant,–90.695368,42.870062,68.737,50.915
WI,55045,Green,–89.605639,42.677728,68.778,52.361
WI,55047,Green Lake,–88.987228,43.76141,63.712,47.014
WI,55049,Iowa,–90.133692,43.001021,71.772,55.288
WI,55051,Iron,–90.261299,46.32655,67.196,50.461
WI,55053,Jackson,–90.806541,44.324895,67.165,50.575
WI,55055,Jefferson,–88.773986,43.013807,66.713,49.515
WI,55057,Juneau,–90.113984,43.932836,66.977,50.696
WI,55059,Kenosha,–87.424898,42.579703,67.519,52.333
WI,55061,Kewaunee,–87.161813,44.500949,65.36,48.75
WI,55063,La Crosse,–91.111758,43.908222,71.439,52.67
WI,55065,Lafayette,–90.130292,42.655578,69.576,53.509
WI,55067,Langlade,–89.068190,45.259204,64.694,50.244
WI,55069,Lincoln,–89.742082,45.338319,65.666,48.956
WI,55071,Manitowoc,–87.313828,44.105108,66.281,50.594
WI,55073,Marathon,–89.757823,44.898036,65.079,49.892
WI,55075,Marinette,–87.991198,45.346899,63.75,48.799
WI,55077,Marquette,–89.409095,43.826053,66.228,49.591
WI,55078,Menominee,–88.669251,44.991304,74.987,57.51
WI,55079,Milwaukee,–87.481575,43.017655,74.376,58.434
WI,55081,Monroe,–90.619969,43.945175,65.237,49.038
WI,55083,Oconto,–88.206516,44.996575,64.752,48.566
WI,55085,Oneida,–89.536693,45.713791,66.295,50.107
WI,55087,Outagamie,–88.464988,44.418226,65.458,47.381
WI,55089,Ozaukee,–87.496553,43.360715,64.374,47.91
WI,55091,Pepin,–91.834890,44.627436,68.003,50.824
WI,55093,Pierce,–92.426279,44.725337,68.768,51.661
WI,55095,Polk,–92.453154,45.46803,65.886,49.446
WI,55097,Portage,–89.498070,44.476246,69.862,52.598
WI,55099,Price,–90.359650,45.679072,67.343,50.759
WI,55101,Racine,–87.414676,42.754075,66.972,50.283
WI,55103,Richland,–90.435693,43.376199,68.334,51.576
WI,55105,Rock,–89.075119,42.669931,70.867,54.693
WI,55107,Rusk,–91.136745,45.472734,66.035,49.029
WI,55109,St. Croix,–92.447284,45.028959,66.918,49.886
WI,55111,Sauk,–89.943329,43.427998,69.745,52.502
WI,55113,Sawyer,–91.147130,45.864913,68.222,50.296
WI,55115,Shawano,–88.755813,44.789641,66.287,49.962
WI,55117,Sheboygan,–87.730546,43.746002,63.894,48.677
WI,55119,Taylor,–90.504853,45.211656,64.752,47.341
WI,55121,Trempealeau,–91.358867,44.30305,69.48,52.891
WI,55123,Vernon,–90.815226,43.599858,69.469,51.395
WI,55125,Vilas,–89.501254,46.049848,64.613,47.369
WI,55127,Walworth,–88.541731,42.66811,65.123,50.114
WI,55129,Washburn,–91.796423,45.892463,65.282,48.454
WI,55131,Washington,–88.232917,43.391156,59.938,44.287
WI,55133,Waukesha,–88.306707,43.019308,61.958,46.056
WI,55135,Waupaca,–88.967006,44.478004,65.071,49.667
WI,55137,Waushara,–89.239752,44.112825,66.16,48.832
WI,55139,Winnebago,–88.668149,44.085707,65.401,51.212
WI,55141,Wood,–90.038825,44.461413,64.819,49.714
WY,56001,Albany,–105.721883,41.665514,73.489,54.135
WY,56003,Big Horn,–107.993321,44.525654,61.274,44.222
WY,56005,Campbell,–105.552029,44.241321,52.399,39.235
WY,56007,Carbon,–106.933153,41.70359,65.699,49.01
WY,56009,Converse,–105.507367,42.972839,52.809,38.618
WY,56011,Crook,–104.567298,44.589266,59.864,41.488
WY,56013,Fremont,–108.605531,43.055303,64.528,46.393
WY,56015,Goshen,–104.353482,42.08958,62.846,46.26
WY,56017,Hot Springs,–108.435652,43.720871,62.705,47.512
WY,56019,Johnson,–106.588541,44.044048,62.118,44.61
WY,56021,Laramie,–104.660395,41.29283,65.13,46.521
WY,56023,Lincoln,–110.679842,42.228788,52.027,38.779
WY,56025,Natrona,–106.764877,42.973641,60.768,44.167
WY,56027,Niobrara,–104.468373,43.062159,63.185,44.373
WY,56029,Park,–109.593598,44.492387,61.157,44.036
WY,56031,Platte,–104.960809,42.130319,55.027,40.426
WY,56033,Sheridan,–106.881211,44.781369,61.389,43.898
WY,56035,Sublette,–109.916170,42.767928,60.985,44.148
WY,56037,Sweetwater,–108.875676,41.660339,56.868,43.173
WY,56039,Teton,–110.588102,44.049321,76.727,58.261
WY,56041,Uinta,–110.558947,41.284726,60.353,43.885
WY,56043,Washakie,–107.669052,43.878831,62.514,45.749
WY,56045,Weston,–104.570020,43.846213,58.31,41.138
