State,FIPS,County,Longitude,Latitude,happening,human
AL,1001,Autauga,–86.644490,32.536382,58.996,43.458
AL,1003,Baldwin,–87.746067,30.659218,59.902,42.224
AL,1005,Barbour,–85.405456,31.87067,67.735,49.059
AL,1007,Bibb,–87.127148,33.015893,58.421,41.923
AL,1009,Blount,–86.567246,33.977448,55.893,42.595
AL,1011,Bullock,–85.717261,32.101759,73.726,53.986
AL,1013,Butler,–86.681969,31.751667,64.727,46.627
AL,1015,Calhoun,–85.822513,33.771706,61.761,46.307
AL,1017,Chambers,–85.391812,32.917943,65.726,47.207
AL,1019,Cherokee,–85.654242,34.069515,56.144,41.028
AL,1021,Chilton,–86.726628,32.85406,56.781,41.889
AL,1023,Choctaw,–88.248887,31.991008,66.624,48.76
AL,1025,Clarke,–87.818624,31.685521,63.089,44.992
AL,1027,Clay,–85.862051,33.267809,59.644,43.736
AL,1029,Cleburne,–85.516109,33.671981,58.923,43.771
AL,1031,Coffee,–85.989201,31.402183,59.516,42.176
AL,1033,Colbert,–87.801457,34.703112,61.944,45.575
AL,1035,Conecuh,–86.992029,31.428293,64.64,49.325
AL,1037,Coosa,–86.243482,32.931445,62.343,45.031
AL,1039,Covington,–86.448721,31.243987,59.868,43.773
AL,1041,Crenshaw,–86.319222,31.732826,60.899,43.916
AL,1043,Cullman,–86.869267,34.131923,53.261,40.101
AL,1045,Dale,–85.609476,31.430654,62.005,45.546
AL,1047,Dallas,–87.114356,32.33354,74.272,55.022
AL,1049,DeKalb,–85.803992,34.460929,59.108,44.245
AL,1051,Elmore,–86.142739,32.597229,58.584,42.892
AL,1053,Escambia,–87.168429,31.121748,61.129,44.948
AL,1055,Etowah,–86.034420,34.047638,58.888,43.07
AL,1057,Fayette,–87.752049,33.732249,57.162,41.648
AL,1059,Franklin,–87.842815,34.441988,60.694,45.418
AL,1061,Geneva,–85.824346,31.090866,56.745,41.13
AL,1063,Greene,–87.964201,32.844497,72.609,51.645
AL,1065,Hale,–87.623061,32.752796,67.678,49.468
AL,1067,Henry,–85.239971,31.516978,61.294,44.2
AL,1069,Houston,–85.296398,31.158193,60.475,43.885
AL,1071,Jackson,–85.977400,34.763522,55.32,41.107
AL,1073,Jefferson,–86.896536,33.553444,66.662,49.723
AL,1075,Lamar,–88.087431,33.787085,56.85,41.332
AL,1077,Lauderdale,–87.650997,34.904122,61.928,46.94
AL,1079,Lawrence,–87.321865,34.529776,58.78,43.707
AL,1081,Lee,–85.353048,32.604064,66.386,47.591
AL,1083,Limestone,–86.981400,34.810239,56.355,44.2
AL,1085,Lowndes,–86.650586,32.147888,71.407,51.295
AL,1087,Macon,–85.692887,32.387027,75.106,54.212
AL,1089,Madison,–86.551080,34.764238,66.062,50.421
AL,1091,Marengo,–87.791091,32.247591,67.773,47.307
AL,1093,Marion,–87.881551,34.138219,57.321,42.501
AL,1095,Marshall,–86.321668,34.309564,58.906,43.693
AL,1097,Mobile,–88.196568,30.684573,63.822,47.716
AL,1099,Monroe,–87.383266,31.580332,63.661,46.467
AL,1101,Montgomery,–86.203831,32.203651,71.876,53.208
AL,1103,Morgan,–86.846402,34.454484,60.196,43.972
AL,1105,Perry,–87.293827,32.639005,71.703,51.403
AL,1107,Pickens,–88.096878,33.296809,64.586,45.511
AL,1109,Pike,–85.941997,31.798726,64.736,46.905
AL,1111,Randolph,–85.464068,33.296475,62.006,44.497
AL,1113,Russell,–85.186980,32.289811,68.774,50.776
AL,1115,St. Clair,–86.315663,33.712963,57.351,41.273
AL,1117,Shelby,–86.678104,33.262937,60.021,44.025
AL,1119,Sumter,–88.200057,32.597481,72.022,51.416
AL,1121,Talladega,–86.175805,33.369277,63.678,46.577
AL,1123,Tallapoosa,–85.799553,32.863369,64.792,47.298
AL,1125,Tuscaloosa,–87.522860,33.290202,64.318,45.408
AL,1127,Walker,–87.301092,33.791571,53.155,40.154
AL,1129,Washington,–88.202078,31.406974,55.354,40.692
AL,1131,Wilcox,–87.302205,31.99033,71.508,51.918
AL,1133,Winston,–87.364147,34.155888,54.121,39.567
AK,2013,Aleutians East,–161.950749,55.243722,70.926,52.126
AK,2016,Aleutians West [4],178.338813,51.959447,70.282,51.715
AK,2020,Anchorage,–149.274354,61.177549,70.817,52.472
AK,2050,Bethel [4],–160.153350,60.928916,71.107,52.932
AK,2060,Bristol Bay,–156.986612,58.731373,67.688,48.845
AK,2068,Denali,–150.026719,63.682732,65.821,48.692
AK,2070,Dillingham [4],–158.602233,59.824816,70.248,51.271
AK,2090,Fairbanks North Star,–146.599867,64.690832,66.419,48.749
AK,2100,Haines,–135.578102,59.099905,69.814,50.352
AK,2105,Hoonah-Angoon [4],–135.185100,58.076434,71.456,52.772
AK,2110,Juneau,–134.178781,58.3727,71.215,52.709
AK,2122,Kenai Peninsula,–152.321973,60.366373,66.869,48.182
AK,2130,Ketchikan Gateway,–131.106685,55.449938,70.601,51.791
AK,2150,Kodiak Island,–153.630911,57.553611,71.553,53.212
AK,2164,Lake and Peninsula,–156.705188,58.205065,71.148,52.915
AK,2170,Matanuska-Susitna,–149.407974,62.182174,66.205,48.656
AK,2180,Nome [4],–164.188912,64.783686,69.857,50.74
AK,2185,North Slope,–153.472830,69.449343,68.317,49.312
AK,2188,Northwest Arctic,–160.021086,67.005066,72.358,54.935
AK,2195,Petersburg [4],–133.527996,56.639612,70.07,50.845
AK,2198,Prince of Wales-Hyder [4],–132.875734,55.415683,69.757,50.81
AK,2220,Sitka,–135.332624,57.142509,72.71,53.749
AK,2230,Skagway,–135.335418,59.575097,70.928,52.157
AK,2240,Southeast Fairbanks [4],–143.218628,63.864997,67.807,48.653
AK,2261,Valdez-Cordova [4],–145.023141,61.34984,68.171,49.422
AK,2270,Wade Hampton [4],–163.190950,62.283174,69.615,51.052
AK,2275,Wrangell,–132.040326,56.279121,68.897,49.913
AK,2282,Yakutat,–140.239593,59.999083,69.658,50.61
AK,2290,Yukon-Koyukuk [4],–151.576855,65.376131,70.018,51.524
AZ,4001,Apache,–109.493747,35.385845,68.804,53.118
AZ,4003,Cochise,–109.754120,31.881793,66.286,50.349
AZ,4005,Coconino,–111.773728,35.829692,72.308,56.998
AZ,4007,Gila,–110.811870,33.789618,65.759,48.298
AZ,4009,Graham,–109.878310,32.931828,65.758,47.963
AZ,4011,Greenlee,–109.242323,33.238872,68.554,52.086
AZ,4012,La Paz,–114.038793,33.727625,65.154,47.987
AZ,4013,Maricopa,–112.495534,33.346541,69.126,52.071
AZ,4015,Mohave,–113.749689,35.717705,61.315,45.584
AZ,4017,Navajo,–110.320908,35.390934,67.828,50.918
AZ,4019,Pima,–111.783018,32.128237,75.194,58.125
AZ,4021,Pinal,–111.367257,32.91891,68.998,50.039
AZ,4023,Santa Cruz,–110.845190,31.525904,76.678,60.914
AZ,4025,Yavapai,–112.573745,34.630044,65.263,49.863
AZ,4027,Yuma,–113.910905,32.773942,67.929,53.259
AR,5001,Arkansas,–91.376547,34.289574,63.016,45.625
AR,5003,Ashley,–91.772267,33.190835,61.908,44.393
AR,5005,Baxter,–92.330438,36.28071,61.165,43.841
AR,5007,Benton,–94.256187,36.337825,63.232,45.616
AR,5009,Boone,–93.079204,36.304308,58.131,42.21
AR,5011,Bradley,–92.168164,33.463819,67.758,50.708
AR,5013,Calhoun,–92.513879,33.56046,58.658,42.054
AR,5015,Carroll,–93.541663,36.337774,64.926,49.375
AR,5017,Chicot,–91.297158,33.267139,71.701,53.402
AR,5019,Clark,–93.176205,34.053312,67.658,49.065
AR,5021,Clay,–90.418704,36.367302,61.292,44.232
AR,5023,Cleburne,–92.059974,35.566288,58.691,42.014
AR,5025,Cleveland,–92.188714,33.893201,58.936,42.402
AR,5027,Columbia,–93.226901,33.21507,63.12,45.222
AR,5029,Conway,–92.689248,35.265702,64.881,48.994
AR,5031,Craighead,–90.630411,35.828268,62.834,47.806
AR,5033,Crawford,–94.236224,35.583041,58.025,42.5
AR,5035,Crittenden,–90.315331,35.211878,68.53,49.304
AR,5037,Cross,–90.773894,35.291259,65.813,48.967
AR,5039,Dallas,–92.653999,33.967823,66.417,47.284
AR,5041,Desha,–91.244427,33.828748,67.52,48.707
AR,5043,Drew,–91.722778,33.587242,65.834,47.656
AR,5045,Faulkner,–92.324654,35.146356,63.921,47.66
AR,5047,Franklin,–93.887672,35.508573,60.019,43.731
AR,5049,Fulton,–91.819239,36.383443,62.635,46.53
AR,5051,Garland,–93.146915,34.578861,65.078,47.359
AR,5053,Grant,–92.423984,34.288063,58.152,43.209
AR,5055,Greene,–90.565241,36.119922,58.972,44.6
AR,5057,Hempstead,–93.665809,33.728611,63.568,46.007
AR,5059,Hot Spring,–92.944147,34.315177,58.998,43.847
AR,5061,Howard,–93.990988,34.083179,66.865,49.309
AR,5063,Independence,–91.559942,35.737499,52.468,40.072
AR,5065,Izard,–91.913625,36.094879,61.173,45.121
AR,5067,Jackson,–91.223178,35.596605,61.117,45.389
AR,5069,Jefferson,–91.930701,34.277696,68.376,51.051
AR,5071,Johnson,–93.466322,35.573359,61.607,45.762
AR,5073,Lafayette,–93.611643,33.24066,64.756,47.035
AR,5075,Lawrence,–91.101153,36.041098,63.638,47.911
AR,5077,Lee,–90.779288,34.77975,71.766,51.677
AR,5079,Lincoln,–91.727624,33.957665,66.927,50.384
AR,5081,Little River,–94.229774,33.699497,61.361,43.9
AR,5083,Logan,–93.720563,35.21855,59.783,43.726
AR,5085,Lonoke,–91.894132,34.755114,59.967,43.626
AR,5087,Madison,–93.724053,36.012545,63.164,47.683
AR,5089,Marion,–92.678588,36.266656,60.864,44.47
AR,5091,Miller,–93.901509,33.305505,62.678,46.428
AR,5093,Mississippi,–90.052209,35.766943,67.968,48.869
AR,5095,Monroe,–91.203314,34.679513,67.608,48.509
AR,5097,Montgomery,–93.664147,34.545652,60.711,44.878
AR,5099,Nevada,–93.305072,33.666699,61.922,44.626
AR,5101,Newton,–93.215084,35.910063,62.722,46.185
AR,5103,Ouachita,–92.878418,33.591158,66.49,47.24
AR,5105,Perry,–92.926877,34.946363,62.174,45.927
AR,5107,Phillips,–90.848386,34.425842,70.887,52.096
AR,5109,Pike,–93.658659,34.158191,59.085,42.853
AR,5111,Poinsett,–90.680595,35.568981,59.272,43.343
AR,5113,Polk,–94.230884,34.490915,57.858,41.832
AR,5115,Pope,–93.031535,35.455297,60.32,44.314
AR,5117,Prairie,–91.557200,34.828225,59.826,43.49
AR,5119,Pulaski,–92.316515,34.773988,72.438,55.13
AR,5121,Randolph,–91.028441,36.341299,60.865,44.78
AR,5123,St. Francis,–90.742199,35.014438,69.451,50.952
AR,5125,Saline,–92.674463,34.648525,60.47,43.836
AR,5127,Scott,–94.063641,34.858869,62.567,46.131
AR,5129,Searcy,–92.699351,35.90966,58.132,42.322
AR,5131,Sebastian,–94.274989,35.196981,63.187,46.455
AR,5133,Sevier,–94.243290,33.994608,64.264,47.491
AR,5135,Sharp,–91.471069,36.173399,60.243,43.918
AR,5137,Stone,–92.140494,35.856989,63.705,47.077
AR,5139,Union,–92.598145,33.168219,61.103,44.532
AR,5141,Van Buren,–92.515977,35.582959,60.712,45.053
AR,5143,Washington,–94.218417,35.971209,67.697,50.37
AR,5145,White,–91.753158,35.254722,59.268,42.693
AR,5147,Woodruff,–91.244418,35.189071,64.833,47.734
AR,5149,Yell,–93.408303,34.997713,61.433,45.081
CA,6001,Alameda,–121.913304,37.648081,84.035,68.365
CA,6003,Alpine,–119.798999,38.61761,74.682,55.86
CA,6005,Amador,–120.653856,38.44355,67.065,48.655
CA,6007,Butte,–121.601919,39.665959,70.729,50.99
CA,6009,Calaveras,–120.555115,38.187844,67.643,49.211
CA,6011,Colusa,–122.237563,39.177739,68.46,52.558
CA,6013,Contra Costa,–121.951543,37.919479,78.092,58.556
CA,6015,Del Norte,–123.980998,41.749903,67.914,50.634
CA,6017,El Dorado,–120.534398,38.785532,66.828,49.825
CA,6019,Fresno,–119.655019,36.761006,71.088,54.617
CA,6021,Glenn,–122.401700,39.602546,67.496,50.575
CA,6023,Humboldt,–123.925818,40.706673,76.644,58.574
CA,6025,Imperial,–115.355395,33.040816,74.6,60.201
CA,6027,Inyo,–117.403927,36.561977,68.535,49.865
CA,6029,Kern,–118.729506,35.346629,68.914,51.336
CA,6031,Kings,–119.815530,36.072478,68.247,52.402
CA,6033,Lake,–122.746757,39.094802,72.47,54.94
CA,6035,Lassen,–120.629931,40.721089,64.986,48.353
CA,6037,Los Angeles,–118.261862,34.196398,74.227,61.09
CA,6039,Madera,–119.749852,37.210039,69.158,52.161
CA,6041,Marin,–122.745974,38.051817,80.013,62.459
CA,6043,Mariposa,–119.912860,37.570034,71.099,51.931
CA,6045,Mendocino,–123.442881,39.432388,76.51,58.767
CA,6047,Merced,–120.722802,37.194806,72.416,55.492
CA,6049,Modoc,–120.718370,41.592919,66.808,48.212
CA,6051,Mono,–118.875167,37.915836,74.098,55.398
CA,6053,Monterey,–121.315573,36.240107,77.094,61.39
CA,6055,Napa,–122.325995,38.507351,75.368,60.458
CA,6057,Nevada,–120.773446,39.295191,70.193,53.417
CA,6059,Orange,–117.777207,33.675687,72.33,56.453
CA,6061,Placer,–120.722718,39.062032,69.399,51.377
CA,6063,Plumas,–120.829516,39.99517,68.455,51.039
CA,6065,Riverside,–116.002239,33.729828,72.444,56.926
CA,6067,Sacramento,–121.340441,38.450011,76.565,55.639
CA,6069,San Benito,–121.085296,36.610702,73.765,57.463
CA,6071,San Bernardino,–116.181197,34.85722,74.291,55.901
CA,6073,San Diego,–116.776117,33.023604,72.643,54.002
CA,6075,San Francisco,–123.032229,37.727239,83.329,65.941
CA,6077,San Joaquin,–121.272237,37.935034,75.439,58.111
CA,6079,San Luis Obispo,–120.447540,35.385227,74.286,55.455
CA,6081,San Mateo,–122.371542,37.414664,80.435,64.993
CA,6083,Santa Barbara,–120.038485,34.537378,75.09,59.739
CA,6085,Santa Clara,–121.690622,37.220777,79.214,63.727
CA,6087,Santa Cruz,–122.007205,37.012488,80.063,65.267
CA,6089,Shasta,–122.043550,40.760522,64.792,47.798
CA,6091,Sierra,–120.521993,39.576925,64.167,46.92
CA,6093,Siskiyou,–122.533287,41.587986,70.489,52.323
CA,6095,Solano,–121.939594,38.267226,73.278,57.439
CA,6097,Sonoma,–122.945194,38.532574,76.965,61.467
CA,6099,Stanislaus,–121.002656,37.562384,69.585,55.888
CA,6101,Sutter,–121.702758,39.035257,68.265,52.689
CA,6103,Tehama,–122.232276,40.126156,66.153,48.416
CA,6105,Trinity,–123.114404,40.647724,71.674,52.769
CA,6107,Tulare,–118.780542,36.230453,68.74,54.691
CA,6109,Tuolumne,–119.964708,38.021451,66.992,49.838
CA,6111,Ventura,–119.133143,34.358742,73.828,55.532
CA,6113,Yolo,–121.903178,38.679268,79.04,62.132
CA,6115,Yuba,–121.344280,39.270026,69.077,51.189
CO,8001,Adams,–104.331872,39.874325,74.831,57.942
CO,8003,Alamosa,–105.788041,37.568442,73.253,56.049
CO,8005,Arapahoe,–104.331733,39.644632,72.038,55.422
CO,8007,Archuleta,–107.050863,37.202395,69.724,51.723
CO,8009,Baca,–102.535457,37.303144,62.728,44.855
CO,8011,Bent,–103.077584,37.931891,65.326,48.824
CO,8013,Boulder,–105.398382,40.094826,78.686,61.204
CO,8014,Broomfield,–105.052125,39.953383,73.058,55.786
CO,8015,Chaffee,–106.316972,38.738246,70.484,51.989
CO,8017,Cheyenne,–102.604585,38.835387,60.6,43.207
CO,8019,Clear Creek,–105.670791,39.689403,73.425,54.646
CO,8021,Conejos,–106.176447,37.213407,72.293,54.993
CO,8023,Costilla,–105.428940,37.277547,74.397,58.411
CO,8025,Crowley,–103.787562,38.321956,66.029,48.915
CO,8027,Custer,–105.373515,38.101994,66.918,47.587
CO,8029,Delta,–107.864757,38.861756,63.6,47.942
CO,8031,Denver,–104.880625,39.761849,79.988,62.287
CO,8033,Dolores,–108.530383,37.747602,66.058,47.433
CO,8035,Douglas,–104.926199,39.326435,66.396,49.624
CO,8037,Eagle,–106.692944,39.630638,75.592,57.999
CO,8039,Elbert,–104.117928,39.310817,67.103,49.66
CO,8041,El Paso,–104.527472,38.827383,66.029,46.123
CO,8043,Fremont,–105.421438,38.455658,67.255,49.911
CO,8045,Garfield,–107.909780,39.599352,71.751,53.269
CO,8047,Gilpin,–105.528947,39.861082,72.359,54.687
CO,8049,Grand,–106.095876,40.123289,72.648,54.849
CO,8051,Gunnison,–107.078108,38.669679,75.825,56.456
CO,8053,Hinsdale,–107.383405,37.811625,70.56,50.875
CO,8055,Huerfano,–104.959928,37.687815,75.761,57.87
CO,8057,Jackson,–106.329248,40.663432,65.336,47.107
CO,8059,Jefferson,–105.245601,39.58646,69.723,51.48
CO,8061,Kiowa,–102.756210,38.388466,58.854,41.528
CO,8063,Kit Carson,–102.603023,39.30534,60.532,43.763
CO,8065,Lake,–106.349696,39.204316,74.236,55.323
CO,8067,La Plata,–107.839718,37.287367,76.333,59.385
CO,8069,Larimer,–105.482131,40.663091,73.179,55.514
CO,8071,Las Animas,–104.044110,37.318831,71.577,54.682
CO,8073,Lincoln,–103.507555,38.99374,63.736,46.312
CO,8075,Logan,–103.090464,40.728091,65.133,49.218
CO,8077,Mesa,–108.461837,39.019492,65.469,48.231
CO,8079,Mineral,–106.932300,37.651478,74.007,56.002
CO,8081,Moffat,–108.204521,40.573984,54.221,39.969
CO,8083,Montezuma,–108.595786,37.338025,67.069,49.889
CO,8085,Montrose,–108.263042,38.413427,64.543,47.539
CO,8087,Morgan,–103.807092,40.262354,63.9,49.066
CO,8089,Otero,–103.721260,37.88417,70.531,52.235
CO,8091,Ouray,–107.767133,38.1506,74.815,55.468
CO,8093,Park,–105.717648,39.118914,70.41,52.628
CO,8095,Phillips,–102.345105,40.594712,65.795,48.625
CO,8097,Pitkin,–106.915943,39.217533,78.707,59.974
CO,8099,Prowers,–102.392161,37.958181,67.78,51.892
CO,8101,Pueblo,–104.489893,38.170658,71.433,55.831
CO,8103,Rio Blanco,–108.200685,39.972606,61.752,43.886
CO,8105,Rio Grande,–106.453214,37.485763,69.397,52.283
CO,8107,Routt,–106.985289,40.48316,71.361,53.628
CO,8109,Saguache,–106.246675,38.033952,77.546,60.95
CO,8111,San Juan,–107.670257,37.781075,73.972,55.013
CO,8113,San Miguel,–108.427326,38.009374,79.467,61.676
CO,8115,Sedgwick,–102.355358,40.871568,66.716,48.836
CO,8117,Summit,–106.137555,39.621023,77.203,58.613
CO,8119,Teller,–105.182552,38.871994,65.577,47.665
CO,8121,Washington,–103.209605,39.965413,60.137,42.777
CO,8123,Weld,–104.383649,40.555794,65.825,49.568
CO,8125,Yuma,–102.422649,40.000631,64.46,46.164
CT,9001,Fairfield [6],–73.366757,41.228103,73.568,58.755
CT,9003,Hartford [6],–72.732916,41.806053,71.494,53.6
CT,9005,Litchfield [6],–73.235428,41.791897,68.743,52.428
CT,9007,Middlesex [6],–72.524227,41.434525,72.038,55.881
CT,9009,New Haven [6],–72.900204,41.349717,74.166,53.863
CT,9011,New London [6],–72.103452,41.47863,70.799,54.413
CT,9013,Tolland [6],–72.340977,41.858076,69.702,54.857
CT,9015,Windham [6],–71.990702,41.824999,66.054,52.356
DE,10001,Kent,–75.502982,39.097088,72.134,53.724
DE,10003,New Castle,–75.644132,39.575915,70.256,53.154
DE,10005,Sussex,–75.335495,38.677511,66.47,50.47
DC,11001,District of Columbia [7],–77.017094,38.904149,83.625,64.698
FL,12001,Alachua,–82.357221,29.67574,75.081,57.347
FL,12003,Baker,–82.302284,30.324442,56.099,40.42
FL,12005,Bay,–85.631348,30.237563,63.813,47.688
FL,12007,Bradford,–82.166796,29.946934,59.161,44.608
FL,12009,Brevard,–80.700384,28.298276,69.501,51.606
FL,12011,Broward,–80.476658,26.19352,75.033,58.661
FL,12013,Calhoun,–85.197916,30.388801,58.83,42.843
FL,12015,Charlotte,–81.940858,26.868826,67.363,50.779
FL,12017,Citrus,–82.524796,28.843628,66.982,49.814
FL,12019,Clay,–81.858147,29.987116,61.155,43.867
FL,12021,Collier,–81.400884,26.118713,67.084,50.375
FL,12023,Columbia,–82.623127,30.221305,61.176,45.399
FL,12027,DeSoto,–81.806253,27.190581,69.298,52.189
FL,12029,Dixie,–83.195666,29.580899,58.406,42.379
FL,12031,Duval,–81.648113,30.335245,69.27,48.004
FL,12033,Escambia,–87.339040,30.611664,67.197,48.724
FL,12035,Flagler,–81.286362,29.474894,68.697,51.764
FL,12037,Franklin,–84.799174,29.810176,66.054,48.967
FL,12039,Gadsden,–84.612783,30.57917,73.025,55.364
FL,12041,Gilchrist,–82.795801,29.723456,58.731,42.774
FL,12043,Glades,–81.190820,26.95481,66.48,48.78
FL,12045,Gulf,–85.256537,29.907257,60.945,43.871
FL,12047,Hamilton,–82.951049,30.491102,65.109,47.435
FL,12049,Hardee,–81.821580,27.492846,66.193,49.5
FL,12051,Hendry,–81.151584,26.53934,73.527,57.139
FL,12053,Hernando,–82.464835,28.567911,64.716,48.131
FL,12055,Highlands,–81.340921,27.342627,66.296,49.266
FL,12057,Hillsborough,–82.349568,27.90659,72.26,56.303
FL,12059,Holmes,–85.812959,30.866222,54.683,40.21
FL,12061,Indian River,–80.574803,27.700638,65.589,48.842
FL,12063,Jackson,–85.210374,30.787812,61.711,44.985
FL,12065,Jefferson,–83.890859,30.424558,69.362,51.314
FL,12067,Lafayette,–83.178510,29.990066,60.653,43.55
FL,12069,Lake,–81.712282,28.764113,69.123,52.564
FL,12071,Lee,–81.892250,26.552134,65.939,50.658
FL,12073,Leon,–84.277800,30.45931,71.532,53.889
FL,12075,Levy,–82.783483,29.284409,62.078,45.128
FL,12077,Liberty,–84.868581,30.259849,64.198,48.596
FL,12079,Madison,–83.470437,30.447228,68.435,48.235
FL,12081,Manatee,–82.365784,27.481386,70.895,52.446
FL,12083,Marion,–82.043100,29.202805,67.804,50.227
FL,12085,Martin,–80.398211,27.079954,65.627,47.279
FL,12086,Miami-Dade,–80.499045,25.610494,76.694,60.775
FL,12087,Monroe,–81.206777,25.601043,75.168,56.551
FL,12089,Nassau,–81.764929,30.605926,63.058,45.132
FL,12091,Okaloosa,–86.594194,30.665858,64.176,45.993
FL,12093,Okeechobee,–80.887388,27.385592,65.577,50.27
FL,12095,Orange,–81.323295,28.514435,69.277,53.46
FL,12097,Osceola,–81.139312,28.059027,74.078,58.04
FL,12099,Palm Beach,–80.448673,26.645763,76.171,54.526
FL,12101,Pasco,–82.455707,28.302024,71.688,53.847
FL,12103,Pinellas,–82.739518,27.903122,69.589,53.929
FL,12105,Polk,–81.692783,27.953115,67.9,49.028
FL,12107,Putnam,–81.740894,29.606006,59.338,45.907
FL,12109,St. Johns,–81.383914,29.890593,64.449,46.435
FL,12111,St. Lucie,–80.443364,27.380775,71.545,53.137
FL,12113,Santa Rosa,–87.014255,30.703633,62.684,45.598
FL,12115,Sarasota,–82.365835,27.184386,67.527,50.682
FL,12117,Seminole,–81.131980,28.690079,68.173,50.018
FL,12119,Sumter,–82.074715,28.714294,65.72,48.163
FL,12121,Suwannee,–82.992754,30.189244,62.251,44.713
FL,12123,Taylor,–83.616417,30.016943,62.859,46.823
FL,12125,Union,–82.366918,30.05428,59.563,44.725
FL,12127,Volusia,–81.161813,29.057617,69.048,50.071
FL,12129,Wakulla,–84.375136,30.140378,59.967,45.495
FL,12131,Walton,–86.176614,30.631211,61.123,44.705
FL,12133,Washington,–85.662797,30.602217,58.538,43.037
GA,13001,Appling,–82.290103,31.739712,59.545,42.901
GA,13003,Atkinson,–82.883614,31.300562,62.533,46.215
GA,13005,Bacon,–82.387859,31.563327,62.178,46.286
GA,13007,Baker,–84.454857,31.319622,63.658,45.675
GA,13009,Baldwin,–83.255362,33.059532,65.564,48.045
GA,13011,Banks,–83.498441,34.351922,57.936,43.917
GA,13013,Barrow,–83.712303,33.992009,60.478,43.85
GA,13015,Bartow,–84.838188,34.240918,55.076,41.893
GA,13017,Ben Hill,–83.147190,31.740776,65.272,47.454
GA,13019,Berrien,–83.231906,31.274308,59.768,43.681
GA,13021,Bibb,–83.694193,32.808844,70.218,49.129
GA,13023,Bleckley,–83.331717,32.435403,61.73,44.942
GA,13025,Brantley,–81.982978,31.197334,56.279,41.747
GA,13027,Brooks,–83.588971,30.833696,65.533,47.009
GA,13029,Bryan,–81.438543,32.017969,62.897,45.409
GA,13031,Bulloch,–81.743810,32.393408,68.178,50.182
GA,13033,Burke,–82.003890,33.063737,64.557,47.195
GA,13035,Butts,–83.958221,33.290355,62.275,44.979
GA,13037,Calhoun,–84.626290,31.521279,74.855,54.636
GA,13039,Camden,–81.636516,30.916358,64.167,46.513
GA,13043,Candler,–82.071446,32.403986,63.553,46.377
GA,13045,Carroll,–85.080527,33.582237,62.633,44.826
GA,13047,Catoosa,–85.137353,34.899393,57.496,42.418
GA,13049,Charlton,–82.139644,30.779904,64.554,46.871
GA,13051,Chatham,–81.091768,31.974756,72.518,52.573
GA,13053,Chattahoochee,–84.788021,32.347445,73.223,53.658
GA,13055,Chattooga,–85.345289,34.474179,58.585,42.658
GA,13057,Cherokee,–84.475057,34.244317,61.071,45.88
GA,13059,Clarke,–83.367130,33.952234,74.97,57.167
GA,13061,Clay,–84.992583,31.619831,73.318,52.179
GA,13063,Clayton,–84.412977,33.552242,75.329,57.512
GA,13065,Clinch,–82.702614,30.917653,60.496,43.649
GA,13067,Cobb,–84.574166,33.93994,69.994,52.899
GA,13069,Coffee,–82.844938,31.549245,63.194,46.361
GA,13071,Colquitt,–83.769741,31.189758,63.434,46.539
GA,13073,Columbia,–82.251342,33.550556,61.048,45.319
GA,13075,Cook,–83.429552,31.152935,61.592,44.215
GA,13077,Coweta,–84.762138,33.352897,61.473,44.51
GA,13079,Crawford,–83.979182,32.709446,62.101,46.037
GA,13081,Crisp,–83.753338,31.914753,65.008,46.081
GA,13083,Dade,–85.506201,34.852424,59.83,42.312
GA,13085,Dawson,–84.173284,34.442842,58.117,42.478
GA,13087,Decatur,–84.577744,30.877961,65.856,47.235
GA,13089,DeKalb,–84.226343,33.770661,81.699,60.271
GA,13091,Dodge,–83.156818,32.160656,60.323,43.236
GA,13093,Dooly,–83.807167,32.151995,65.282,47.087
GA,13095,Dougherty,–84.214444,31.535068,75.413,56.135
GA,13097,Douglas,–84.765944,33.699317,70.436,53.577
GA,13099,Early,–84.906723,31.324191,65.688,47.04
GA,13101,Echols,–82.836132,30.7085,61.262,44.716
GA,13103,Effingham,–81.343337,32.361711,58.097,41.689
GA,13105,Elbert,–82.842057,34.115017,62.469,45.192
GA,13107,Emanuel,–82.299763,32.5911,64.135,46.227
GA,13109,Evans,–81.887618,32.151902,66.543,48.322
GA,13111,Fannin,–84.319287,34.863837,59.062,45.219
GA,13113,Fayette,–84.493941,33.412717,65.398,48.482
GA,13115,Floyd,–85.213730,34.263677,59.858,44.358
GA,13117,Forsyth,–84.127336,34.225143,60.103,45.771
GA,13119,Franklin,–83.227291,34.375155,58.072,43.348
GA,13121,Fulton,–84.468182,33.790034,78.617,62.71
GA,13123,Gilmer,–84.453984,34.690541,59.816,44.719
GA,13125,Glascock,–82.606913,33.227491,54.643,40.786
GA,13127,Glynn,–81.496517,31.212747,65.194,48.313
GA,13129,Gordon,–84.873862,34.509667,58.676,42.44
GA,13131,Grady,–84.244772,30.875863,64.676,47.063
GA,13133,Greene,–83.167103,33.576836,64.307,45.536
GA,13135,Gwinnett,–84.022938,33.959101,65.786,52.938
GA,13137,Habersham,–83.526406,34.635108,56.57,41.892
GA,13139,Hall,–83.818497,34.317588,61.494,45.797
GA,13141,Hancock,–83.000465,33.26922,69.38,50.58
GA,13143,Haralson,–85.220062,33.795165,55.937,41.309
GA,13145,Harris,–84.912432,32.731549,58.094,42.049
